cust_id,custinfo,ccba,cdtx,dp,remit
af44e752f63f8e447bc6fdac56d364a2f22eabbdbbefc4e3573905618f811eb8,50,0,0,317,59
823fc5ce48cd827628ce0d1c574e6c3582cb772cf6173a9384df22d56bb72f0c,46,13,139,540,59
d416d6741710614ecf374202e7a0656dff8625efe57d6b2727d001b4e29ba532,4,13,193,1090,0
b600c0720096c241f5aec16b096c6a353492eee8a5855aa7f79d81390811d914,41,13,2090,246,0
ffe5f2bd86ecfd7d0a0f4c4b76dd5c312649be95eb8b42dd8089cffc788b4a9e,30,0,0,634,0
f639713136b62556a72db5f4732cedc8340da74ba3df8ea30cdead73d816da6e,7,13,57,16,0
f61ff14376ea694229a8ea2f9f5237294c1ee97d9312a01c11df8971acf0c5ea,1,0,0,813,0
b8cc477cdb4db116c5f53248b99df135b8b018646c7d81f6a726225c98d93768,15,13,41,87,7
d5ad9439b75f1ee66f9d828f04d19055adcfe25df1d9be37b5dd0352a43de20f,1,0,0,241,0
04ac4e9d22843711c4c1276de3b55c377016e2158f280f1281ca3b17b018e994,246,13,840,5495,0
4daa04cc24d827fe8bca0ab268bba06b8aeffcf8c5c1217d87654d5d4c8ed4ea,1,13,33,45,0
20198b84c0b319c0e9e16ed178194e0c7ebed40e4b8fabfcd7687f178e684d23,10,13,1,596,22
e50deb3f2f87bf45e04940303f80c96929c836b0b03f54f9681272186d9e466e,14,13,0,55,0
990e17732f5f106f7b50ece595f072fe48214dbb210176457e8d8602c9953d72,1,13,5,5,0
bdda3ef79c5f052fd281c9f28f50a25977444eceaf9751e4595fcb6099a48ea0,36,13,221,760,40
0cda333980decc8bad60985c8420e3e36577163306c3c78c12b624284766bc50,1,13,73,78,0
462b0f3ea421c13cca6494f85b0f625dba44dae33a728544680d7e2212e92d8a,97,0,0,669,0
f38edbd67bd5c431d82edd1ee898dcb7dcbe5bb8bc97e575b6ea564a57fc0bbb,1,0,0,12,0
eb128554ce8d223883c90f1aa41355051fe62bc2c15e54bd019891c21ef1b782,59,11,89,319,0
fe69b536bfc0589e8198533243f08b2b9401bc352039f97472c39ca0f1536fa5,2,13,120,251,2
5deb26d41f21535fe62ba7b458c8a1c19aa2c449c19b58e57f517d00eb27087e,150,13,630,286,0
49f3128a76c44b29d9de1e3e41185cb2f091c3762501e080795c2bb2f8c49622,45,13,16,5112,0
8007d0769e00d34c3e54cc55c992b1b26ff0913bca717b5004a7ea93d345ffb5,4,13,8,22,3
094c70ecdc5d71000fe12e4ef9eb341ba07f7c18233a96aa661cd0995f4956d0,31,13,273,612,0
9ac7efb5259817f80f9731ef7b625e9e9640e8a539377e4312b605c45742d888,20,10,685,1251,5
ad401c32c48cf7a2d070751ca67ed2678f07cc9cec801b6be85b6358d038afdf,1,13,159,102,0
2886a332d3530dcbfebeb0292251d04c1e0c20e767051dbfafd1e09fd7b864f4,8,13,927,1,0
a3f3ab8ef1dc14645641197c93c50af693039cc6f2b879ae5c37b2d3b8dbd8dc,94,0,0,1233,0
f445b77034a22fab5068858df409b857f129e729922974d9c36d2e1c145dd7c6,1,0,0,324,0
5a8119fd3c9443d288c197886597ffdb9cd2e7359081db092e3e0ee14af21560,6,13,62,931,2
8fecd4fa8d2b15ae814a0f36b6e313cf41ddaa3fb44a260038c592a9244a6612,1,0,0,50,0
7c837e7fed6cf5929fae874806c00f4b6abcfe7534042f9178c604ed201344c2,1,0,0,129,0
196d8720ded07e7f8f7f457ce45cb712bcecb86084bebcc1696d4356c1451b63,82,13,1562,1754,145
9511f60e15bc81c48ece6c0ff54871a6593cf55886a02a0f35315d9e9675c0c2,1,0,0,255,0
8e44435a24ccd4dff3d3ec6a1c635331120d3a7a9ef197a49d8449f71002f2ee,1,0,0,14,0
e708c14646ea9dec8cbd1dafc15a9a04ceb6da60975b4f96fed555a11f17b427,1,13,6,94,1
564a2c5590341c9ea59cd8f50d78b89be79a3df35ac4c97b9bed880f13b64a9a,1,13,57,108,0
e402892bfde9722d2c77f682c8598de27a0ab264c6176beee6a294c84768b1f6,4,13,576,123,3
5da5ec815c6888e6a5aa7301f71aaa61b4d28a8962b9654d64e0050e5b05ca79,106,12,31,932,118
6a293c3be2a89f2115f1c777c530d2dadac8afb3f1fdab358156fb2a31775f6a,1,13,2,83,1
454ff504b670c3fdf92087d6c44fe2b33211f19920badbf8c55341ee36255a27,5,13,8,55,0
c2ad0ccf7c4349a266c4970482a28c024b341e5e490d0de780a34bbc05e54602,4,13,0,441,0
22f043b4f96fe1b44b628491d2707242b02d9dd48006612bdd2823764b9911f4,117,12,322,1343,78
c1122b414958c98c43f3879e543dae4b4cd0374cdf8f2e1fa6ebcdc247cbcfe0,27,13,466,224,37
24110a2ec5a36adb9dbb6540faf32719b82f3b181cc37ceab0041e2a35a2cc87,16,13,1030,7655,0
891aa3687ff0b73637f88ad06d51247d6dd1d64f86e61a3ebc9e2c494d77a9f8,16,13,90,5275,0
701cc14702a42f197624ef26a56711acd08e6c8e885d969e02d911f762986737,52,13,1448,226,0
c9e94a43acd8c0780df93b1777859da7a6e31c692ef0737848dae56c0db32c2c,2,0,0,199,0
5404b88d7816e32feb1f84b6b836d8dbf3e7a76705a330715613dcfd73aa54ee,10,13,62,9,0
df11307f6e8372f1ab198c8de7d1dadddc4fa244565bfdcce428e49437e8c1da,3,9,46,527,0
6bc01cd68f5d008ecea7bfb6be5fdd913688c780fce99ac86654cc570ca73b99,15,13,626,4,0
76de39a510df17444d09a2e18c3330aeb629c6b00b5f198911d96d3831e82328,101,3,8,981,146
79caee7bb4182d7ff1667ca33fa160e0d3592f1ab8076bb07a20e8f379134205,4,8,68,40,0
098cdef7ce63ba45aa14b481f041d9fce5f99b9fdf2da0d625a61b752cfdaae3,3,13,0,1135,0
527dd6eac484d5eea04a17a444f6cb8d854ec603ea5bbc94db16752a58d1e357,5,3,34,11,0
3ef18dd1f8b614f6b94ed2bcd002f69941ff125dc0b135a05da8df29e00c647c,1,13,0,0,0
4e02ed7bf1271c06a307586d206ca1a01be531e0070dd99e1c83fa4fd4781492,4,13,340,327,0
789ea5446f9ac1673fa6a93d2a19410a615692cd34d8ab00ce5c268ac6a87933,1,13,283,46,0
c2df034871c5ef37f00205359e308bb6039d9e43eaa93d4073cc5a9fa4daeafe,1,13,44,51,0
fef9844c072dca4a611ca877becb3763580178b6cf3665d70619cbca56baac71,20,0,0,381,0
c07d43f34b42136114589d2959de206f5f3abdac910010d7490fde59b7807ad8,3,0,0,0,0
7224e3a067b5e90c9b2a5bdbcfe81884505ab44f0566aecd3940244d1b99d817,23,0,0,4453,0
b01aea4682b7939196d577f79f9190028ff2aaa7157db99a5a6ddafe9da1e512,14,13,127,1404,0
f89813ecde214fcec58714614aada8c8999067c265988e712bc90ea82ec1b5a3,1,13,98,158,0
54c04f1809054b1558b09dea4679810db1224205e3efb0fa11bf38b6381a9c9f,60,0,0,954,2
1ce1c66d64dd1ca22bf0770832213f81ba0a531ba63f3f2195233a3a26f79887,27,0,0,392,0
1364f23b15c2dc8378bce78277707d611ad656d8b75de81bfc83a7ee2b814b1e,8,13,54,909,0
3c97bfde6aa4cdc6b971adca276fb4442666fe68e4d1d6a4c3e2564bc86f0115,1,0,0,8,0
f051bc7a02f142468b29f1697e7db9ae324de2ceea67d55997cb8514f2fa5f32,6,13,270,144,0
7d8be00ad18f1fa336fca153f0f06e86625336863fa71114f57e473fd87b59b0,3,13,1003,149,0
35cf824c1d24ad2aa716e272a007025f41943ffa6e9cb6d5f447a6fe304fa8f6,1,13,0,101,0
84a6fa479a5dde2086d08d056c0bb72ae371034bdfbb1fe644e7769eab2e5231,3,13,123,41,1
9a56b2de3a0f5030a014b2a8ee165a6641b35325a23aa0842e35a034217c0cc7,1,0,0,83,0
84858ffc804662a027506235c53cec0f508bb220d5af3e6cce21129462cb7bc6,1,0,0,88,0
a5e7328d1b4a8703d432503cd84b163de16f67324a72d1f723313f7278e64f18,5,13,213,177,0
06c5ea5ccda4dfd8839c0dec8646fb3071d2c02883ef8a9f715aaa74f38d2419,23,13,1129,138,0
9e0260837cd7b7ce8212a55078d908ff7f6c770dac6a61098af6b5aefb21ea6d,4,13,152,53,0
d35491b58499e382542b6be80138b583b46fea5a5710fe07eb6c6a3f52d145c3,2,0,0,835,1
01c705b457297805c1c08137cb3adb164b8f393c265db2c3aff0a5484a703302,75,13,146,135100,0
4fe33547885e7b78e53ee0e75cc718659cc329334d2cb3e3d27fbf90c845f69a,1,0,0,167,0
e26f2539372bb175d7253b82905e5c9ce287e00bbe3e0ddd62ad60ef5754de36,1,13,3,74,0
437f252b4b9efa525619c0fb7e7019fcb7ec33a754909125e97c80f8cc564f99,8,13,48,117,0
bc2d8f0134895f6deaee4eb189e06d8a81a5c25443559f2528254e87100b57ea,15,0,0,12,0
496705d17253600f1cd4b9f71ac91c941df9eda28af40f3331685018974a5d23,1,13,21,56,7
a7b2a16d1121ffe01552b25fad838a79ac6fe6908d20e1d655b02495a5d7e0df,1,13,104,6,0
4974cd07394c019c0dc9ba01e949ac581e65e5aa74e4392dece7e8a1f292e6e3,57,13,377,1343,94
f982ba53c9d010338106a128ca871d1cafabf4795c3b81e4e2e3206016b7577f,3,0,0,6,0
8a89be5b38f76afa6deeb419c9efd97fca86463faba234f3d798db28be3a91f6,53,13,95,833,0
6efeeb2724b7ef6b05aff38f12a0fac0e464bc411f430bb3cad8bd1bddb18e5a,3,0,0,9,0
9b283dff9c2ae2e96da7e09b55cf1d5c5c56b388c37cb9199484c84de9e049c9,1,0,0,74,0
39e5271b996829c52e0358637e4e79a26e21c79d8fa153317b5a77223efc16d3,1,0,0,155,0
e8b633d446fb7765581d64205efd8dfa059215aa4b1d742543b378f1f2c73fee,17,13,165,1874,0
e5f207e25a86e3121f14fb76729350aa06f5a4ec434077520769cceb1ee7d68d,1,13,243,126,1
1a3efa69705f611c7ef2384a715c8142e2ee801cfec9df4eb21131c33fc247a7,37,13,10,223,0
9e69ce9ccd13ab3ce7ac24c4b4e8a8f4e722de73b0e70be4f850a6d78cc2b261,4,13,104,275,0
feb310d5ace25411b83cae1acaa1af55d9f2241489604c10528b7f3d54efe4d4,2,13,15,7,0
b434f69a71b6e4ccb7e43f2a16f33d6229f8a1fa31c8793a638c76b4972af53a,10,13,829,181,0
2fd79d7d8847884d1b4ad649c1bea7b9639bb2ad850cca5752d0de383c3244e4,1,6,59,262,0
e9f1eb29fee8332320ab602ec60bd9f807e6b1a86f3a5cd40d87a9acd4cf8be4,8,13,511,355,0
7f69fa9eab8f397d367e2bb61ee1fa008999a0aab91e061e8f4bfe25fb35807d,66,13,87,3451,75
91a6018989718394178aabdd9074cd302f520f13a30bd40d7cae89b0eec8ba1c,1,1,0,100,0
e22dc15d74a3696f28a930e3cbe07ec3ef8d27c338cd0f98ca7330ccc8c97665,1,0,0,215,0
9b45aeac29df071d12003b462f5a3afdf5e506f5d75771de5fa610172b88f2ce,4,13,0,7,0
8af18d87937633313c1040db8b01bd51bced5a9c041bff85f262aa64dee63864,5,13,38,428,0
13c7d020871fe6ceaec1a4b5a1f4675db7daf9536caf7370596bdaaec8ff4a66,1,13,0,17,0
a88ae349a9fa089cee8033130927c17c135a16cf7561dd0eaf93d8b53d08e7c7,9,13,97,300,0
be7d3c28b1cfcb04e646520dfebdedf1beaf32b89d7d649b1a19784143bedff4,15,13,85,122,28
a2b85eef853952bd0dc533f6ea6e12bbb0c3cceef7101e3c5e3874b504cb223a,1,13,177,792,0
0b772c5cc6cc2b02a79bba795df8edcfac07b81030ac26ee1998738b97221c4e,10,13,212,353,0
863ec3df49a091454fa48aa183f675e76b1bd2c5b07699297ba163a7574e7622,3,13,248,208,2
3866ff42c351cc7b7fa22395a3a3fcf3957b4c457fb60b51ad2cfd764b6b4c39,1,0,0,0,0
e690c8f545ee695265b54152b397660ca84013e38008377365c4fa5cbd16d53d,6,0,0,27,0
c4f6b8c4bfedd53d1157e24c5d93eab33881648e8757502c4044e750f8217a1b,2,13,0,52,6
cb9175b3e1c31f7c0b5da1d61630ebf4d9aeec0f68db1720408d6eba39d9c8b3,1,13,595,2,0
24af5887ebccd3c048b954fb3fbbb6136171f2719e9cf5b175d34edc2e0f53f1,4,13,0,1105,0
100a82e1e7a6bbd932c27c702a5c385f5f0b831b44a52e9206b509a18ea6ce09,1,13,1,7,0
8d2f9642b5caf21cff8b976485b8f964f6b7dac3150964e72f25c29baebbfa91,1,13,34,173,2
115320f452f39ac84f789530964e49f241d4cb2a3d90c870f1e7955b5a1572d5,21,0,0,284,26
4924304e9bdd0e051b19b5db38bbb108aac4681298a2391e2dd422ec819bef2a,1,13,127,56,0
c9b9e0665630889f0ccc4ec90e4f07af288a90b5521b89b4432d2366846a6fab,1,0,0,87,0
7a0f52225c08808e07753ca0a975a08a22dce5dfbd6445223eed8c3a70ed84c3,8,13,1,66,0
f00c77fb992022b1eb0236c21261661360b4a636c24e2249230b50e51cf35d43,7,13,174,139,0
7ea8d681ee9394e27e6064d23d0918ae9b67d1b21dbae9744ed66ef8c8a526fb,131,8,10,1114,154
fdde5a68041ab648d05b08964fb82cde74fc3db1cfc6154bb407f27212f65028,6,13,56,184,0
987fa9033f6d7d6750dac714e178516755e75bd87dcedaee5dea1d08386a7104,25,0,0,230,35
1ebdfc5f5eaba0fa063cc45a1e657197e6311af2462a4ae468c963800c0a7d4c,14,13,921,922,0
9e5bc096317c8b6417c48800be0999238c7f7c4c088ebbc30f21d655069bf95e,3,0,0,692,3
7d3f438c40a239aae54ae069274caa987d2528fb0879b5dbbe93120e89e3ab10,2,0,0,52,15
d94a32cd6746a73e9d2401264b58a067205754179d82faa9bba1a408be9588b5,22,13,19,632,15
f8c4956534fed5eac9c0389fc5448b9ebe36ed54ae879e95b95f6bc6c0bff764,1,13,28,180,17
668686d0bfe423f864b883f44a33a5b45052dd6e4451bde6b32204c2def6177f,2,0,0,254,10
5bf477cce988f7b7f7b28275d902dc094315b1866b35fb005bbcca59a5abd07a,1,13,119,101,0
268a8ad21bed34914550636a7894a6d63bf5e26777d4d418b58cee00b597885e,3,13,314,0,0
17c978048e10250aa8bdb12e33731c69cf97806196ba085d9d252b06fd7fb435,1,13,0,27,0
c593e49a4689b589eea2209c26a1fcdea5ab4f7933809532c6e842cf19e4159c,8,0,0,191,17
270d4e5a6bc68ead954394fc9394fa36f01a5bb258ac9fa9a581ce8957b310ae,141,13,528,3018,31
9ca3bcf2c1a7a6bb56c8af0ac5aa1ad84e8d7ede472b65780b02543e42121f40,18,13,426,70,0
8a1196f41298e1da4f9803f51054146f9a8163d22a6660e1603002d81dbfefc9,1,13,0,0,0
b772b1b90d9570a5ea4b48994bd1c1cdb0aebc64d3edcf414595029b537a44c5,38,0,0,58,0
97d08eb4d5334b3ecaa3cc025b3393530e470444810652ccfcf4e8e111738089,1,0,0,19,0
b5c5c235e898032b0dd184993f250ea6bd743c521dc2a5469038b8060b83a2ab,78,13,1660,0,0
edadb78fd711714c90a27e78a8844f22efe0571d16d26d075b1650664c735b38,1,13,81,1985,0
ba9dc8d7ae712aeb31b7985d7d44d10a8c7bf35c87430c568e39bdc1b53d0de3,7,0,0,360,71
234ab175df0d1ca4b021ee63c8da965e526eaeecba99658d6fb31121414ee5c6,37,0,0,456,24
7169b6353814f232c62957da136b4f2b53b3d79977fae5855e348b80bdc62123,1,0,0,89,0
2628754486103e393b284f8ccd898c18ba1e9ffd312e9742d4972c63868721c6,3,0,0,17,0
d1a530cb3f41df1cc3e1d219c08523424fbd2c3d9890b84470ddc889d5a8636c,1,0,0,88,0
769bee2a4b35456bdcd545469fe62c273cbe14b7c6a46622996814754066c549,2,13,6,18,0
a1b1bba7f1f3d8f251f43b0ba9991a8ffdc3ec3036bb56a8301ba0748120b14c,4,0,0,223,0
cece622381d76715c8bc9f4a7d60ee143c0df366d73e8873a17885dbd564df87,31,13,1591,558,1
925bc63a382c4ba69e8cc9d6bcc14257e070690b4b02e32905b322aa35edfa74,1,2,0,9,0
209fc0d4eb19f572c1a93ab436bc14753aaa896950f4cec9c5105e0c5290635b,1,13,174,464,0
49b722b2fe31df90a8668e3f894d3d5704e8141cbb0d5d1346c168166a0b4b63,2,13,65,36,0
8db64ca4e99659a1757587655bccb6e3126b15fa1aff16410b0a020c0a8c7ade,2,0,0,123,0
7c37f3bf824a79d44aec8a7576691dc98c58e8bbc453b5c3e4a2c809b8e1b46a,7,0,0,161,26
49f56a6a93f90f0b6a9e00da44ffcc3cc35aac756edaa256141f59a1f6358bf5,1,5,115,170,0
77c055d632ba89189e7bb668642ec7a3d8d7e2f74dbd45ab7dc6c523b6ca9e90,2,13,31,180,2
75209ea8acb3016637a902b530fd2ce4c12981f4edeaa637c2a372cbc44833e6,28,13,83,1130,0
a9737197cb45f04f4dec6098f5185ad95006c492d66da0e7e2434ed7e2ed4452,15,0,0,106,0
cea6d4df837c2b3483ff9cf3ab169af29bdf67821970360094753e0b63aeba5f,1,13,127,90,2
5488599421ca0ce2f069e871bfe4e5269f02c69708a4743d19842a1d840960b4,4,0,0,109,0
124f5e4a20dffcc902cedaf91d3fcd9649732261a4372c443d3afd2fe4b0acba,7,13,0,0,0
4a0e2c29914ff14f5c806eda3c6b5d51c4af6c9924e9ddab61d203ce87ba05e0,6,0,0,53,3
6d68a3bdbcffb2f248e74e727b7b48cb00a13604f828a8cbbc651ad058840243,1,0,0,61,0
780a1c6ddd725f1fde827457b227ee70032abfe4c96ed73c63c460704073e877,2,13,298,559,45
08c04e5ee490fb4cbd85f6e8b76892def485700c8d773a054f72fe7da4ac71f7,4,13,155,134,0
2d7a4c7af8d5b89c00cab8da759c9ee89e1f3c0c861a3d5199f5029b988c5509,6,13,387,142,0
eda301ab5a02b74943f2daf75264b4d2f8fa9998c46c76662c8b42ffab4b4862,26,7,0,239,10
272d9e3da3fbf29b1f9c5ebf66207841ea582cbf15b14f669bc14ea78969666d,1,13,1,400,0
b4e15e70858840ec2a5eab6ac3c633acc95260acb9a50976d4f923777dd95628,4,0,0,255,12
529886b8b079778eac3a312e30758af96d2b5e599c5d61499bd044ec17ceeab3,2,13,132,81,0
5a0f62d4edf0274f4e1b37e17ed57b3d9ec0331cc99a07ba9e942371d9236f38,1,13,302,190,0
36a4eb2973ced2ee87441a53dd7989d31e3da2af95360197a6fac9bd6f9f5389,6,13,0,363,0
06c881046448226f804df9100ba0e9fc8212373e302d77c4f68b893cda092913,24,13,47,243,0
c9760a1cea143bcdb59f0fb28f6205bc9775d10629a397d89cbf4fea8b52ae0d,11,13,0,10,0
e602d984ea6eb7a345990e4cdf8755787af058604fc4f8c14bff40497f78fd76,64,13,14,2890,60
311ebd3d634d6d86895857023edd1582c53f0c12a19eeecf1c90fad22f2317da,1,13,22,55,0
5a54939c7a1313bf7ed2cefee28fbc18e3a906aaa6bf9ac49b5f0aea8cad19c0,31,13,0,1276,0
b6e5408b20f664c7e4640285f79c09d34146ca317264625433f6231904865820,2,13,40,153,4
659c6503ca6a1e50e92885ba94ca0efc5cc3881fccc8041d5b0f82a09d1c6081,2,0,0,168,0
9931945f87878aece1756004164425b857da053f85cb322d8d13107c5a860b41,10,0,0,4,0
ff538fed253fce00e25a7c1557ee7728a5d8dc9c1bbfc1c2896a226dab63c505,1,13,86,13,0
8acf78bca804ea710d908b46a7cb8519242c1d78521439b44bf77c52de96764c,1,13,2,95,0
112694ce0f5742d4f3831ecc99f877624ca17c65f04d2c137d475a9ee5b936ac,18,13,59,912,0
538f5687b94e3ae575be14452e8204cf333ac3901ad0603e5e5b1be4bdf36e05,8,13,280,634,0
cc73fc47d39a47f49ebc28cc7fcd1c3203232bb2af57c84bc80f1f2ab18552ba,11,0,0,156,12
4ad7b50de3ca848e5198c7399165e487418c32bf8401152043e41f2f808df63a,1,13,301,296,0
9928a995c9b261b3160cd7d904d34042a5d8592cdcca1000c5cbaf4eb8eb53c8,2,0,0,124,0
2b478654356726cc6ec46417b102f0e0ead8ac021cd9f9ddc740c07687b366e0,3,13,17,572,0
a766055f9eb15f68ac4d81b51a6f3eb3ad37fc3493c58bff519e05e221e632fe,1,13,0,26,0
c90197eb61812d8b41228fa0d602f9d5062b10f4c18feca4e32d28dd6e16d4b5,8,13,103,302,19
3ae3837645e625ccd7caabf708626661ba22179c8e861ce93911f84a3d796e20,5,13,13,1,0
b79f0a69402e30519f4601f10bdfbc9ed9afecad838ec6853e61c9dc32a7f9fa,3,0,0,302,0
47a8c256c1df3f3560a69d3b91225cb78a52faf554854f63c79759d5f5cb27bb,33,0,0,272,48
a8936ead155ee0b551d26b72a02f341c10f02ead8498b4378c712ed689a4e6d3,2,13,43,35,0
83738e65c438b6cc5a6ccf94b77b29c93746bc7059accf9a2d0a6412018e4d02,3,13,585,222,0
0af64c22fc0dbfda0f374d185a7a6a9b3858ee46c8e2dd7f7ea0c0091b27de92,6,0,0,3,0
36f3436be0c1ec9b70703028c602781eb7e27060f85a5ce18849c7ae03878fe3,8,0,0,102,7
b534b7634b8cebeca7bae4f2f4c161337b55676bf7999109119e0d0d1ec99747,8,0,0,148,11
c1158849f614d5559fd4f092c0c62a004d9484d06707aba020bab4ff6ffc400f,1,0,0,24,0
ef009cc9649497fa976cb95fe78bbf02ae8e491818d429f54de31667b9bd2501,1,13,377,456,0
2c8fbd4a07db7a32e88f6c1680a01f1e0af7bdcb959919a294ff26a07827fc41,25,0,0,54,0
76e189b30d7798738fc335d50caf71f4944a65df06e4dc6c7c869af272fb127a,5,13,273,294,0
c819f1dca56e69f4c2a41a47d6b7dbde476f82aa9523c6abd551113024e5fb3b,1,13,330,411,0
e6ddaec886626e75908a9b657bc4a0ca704ec28a9f88b9e6fb2103d5bab6876c,4,13,0,0,0
