alert_key,probability
355397,0.00010019415
364734,0.00269587
354211,8.069959e-06
374429,0.0
368544,0.0
369619,0.0
369455,0.0
378106,0.0
366077,0.0
356395,0.00012486905
368742,0.0
367726,0.0
362735,0.02774809
364316,0.0019204052
369816,0.0
358569,0.0020180908
373405,0.0
370724,0.0
358040,0.0016685645
354417,0.017588966
355801,0.004512827
372901,0.0
373383,0.0
371622,0.0
365771,0.0
377454,0.0
377351,0.0
357064,0.0006877014
361456,8.006952e-05
372803,0.0
362823,9.156269e-05
357905,1.3582166e-05
369344,0.0
365908,0.0
369945,0.0
364201,1.3582166e-05
377798,0.0
373805,0.0
373825,0.0
368990,0.0
356789,1.175148e-05
360833,0.0008776697
377610,0.0
376640,0.0
376215,0.0
352651,1.3481149e-05
360254,0.00031769834
375567,0.0
352558,1.7157276e-05
362226,4.166598e-05
378082,0.0
360572,0.00010360179
369323,0.0
373235,0.0
375292,0.0
368098,0.0
361576,4.744805e-05
366676,0.0
365251,0.0
356214,1.1915814e-05
375409,0.0
356017,0.0019296013
365326,0.0
361431,0.0012214152
354607,0.00786471
377604,0.0
366516,0.0
354642,7.557266e-06
366717,0.0
370834,0.0
362131,0.00026766115
366707,0.0
352249,0.0023453985
378404,0.0
356612,0.003059963
354928,3.6147136e-05
367398,0.0
371289,0.0
371058,0.0
372843,0.0
375901,0.0
365618,0.0
359371,0.00056361814
368745,0.0
374116,0.0
358199,3.6902748e-05
367552,0.0
356588,0.000402463
355090,0.011708609
355418,5.1111318e-05
361617,0.038928714
370551,0.0
368414,0.0
367389,0.0
366859,0.0
362147,0.00013388786
367410,0.0
366598,0.0
361008,0.00011770833
366121,0.0
361706,0.0024623605
371969,0.0
358482,8.091739e-05
372702,0.0
355558,0.00014390307
355762,0.0009808509
374098,0.0
367003,0.0
369187,0.0
354448,0.0010540421
375315,0.0
354218,0.010400449
370380,0.0
370266,0.0
367518,0.0
359732,1.5774196e-05
369472,0.0
366125,0.0
371405,0.0
358443,0.0045017614
372540,0.0
376216,0.0
370733,0.0
357849,5.7743702e-05
354780,8.8798675e-05
366082,0.0
353172,0.0018832656
354054,6.6187386e-06
369299,0.0
376235,0.0
366666,0.0
368422,0.0
358464,0.0542193
360604,1.6213537e-05
372678,0.0
371773,0.0
356216,0.0037695281
366821,0.0
355753,0.0013239476
376919,0.0
355204,0.0016741977
361822,0.016467642
357259,0.006482573
369177,0.0
356410,0.0007445375
352343,4.180779e-05
353878,0.009760431
360232,0.023240957
364977,0.00011012075
360079,0.0016741977
373121,0.0
355179,8.7603185e-05
366104,0.0
376684,0.0
356316,6.292309e-05
360034,0.01815451
359639,0.00017749076
369876,0.0
354245,7.557266e-06
377775,0.0
377464,0.0
377202,0.0
364038,0.00042623142
364184,0.00699236
372130,0.0
354177,0.00015228214
370913,0.0
364278,0.0018609883
374328,0.0
368043,0.0
378102,0.0
354831,0.012038917
370005,0.0
377196,0.0
364169,0.030639106
371926,0.0
365262,0.0
362298,1.5485632e-05
370220,0.0
358472,0.0016741977
363746,0.002570885
373238,0.0
363909,0.029628474
376811,0.0
373654,0.0
361711,0.00014390307
358248,0.5185704
356949,4.7150847e-05
371801,0.0
357715,0.00041632217
365320,0.0
376995,0.0
357866,2.9126742e-05
364318,0.00017338981
370886,0.0
370899,0.0
376986,0.0
368560,0.0
373813,0.0
354603,0.010400449
358850,0.04378383
369968,0.0
371300,0.0
373950,0.0
372907,0.0
371825,0.0
370142,0.0
359377,0.00065205235
372558,0.0
358036,0.49376568
366094,0.0
355909,0.0072028115
370582,0.0
374554,0.0
361690,0.00024726326
377037,0.0
357478,0.0009845392
364454,0.008186411
376349,0.0
356742,3.6147136e-05
365247,0.0
353549,6.914456e-06
354260,7.147877e-05
358593,0.00020297807
374434,0.0
376668,0.0
354661,0.00010116292
375618,0.0
364191,0.00016379642
363143,0.0010585039
363472,0.0004100396
364717,0.00029990642
360998,0.00023878246
360820,0.00034102364
369325,0.0
378049,0.0
356966,0.0037035404
371286,0.0
356624,0.012425131
372962,0.0
368998,0.0
364667,0.09401031
377467,0.0
371601,0.0
358250,7.542724e-05
364735,0.00012985316
367178,0.0
371407,0.0
363569,3.6147136e-05
375437,0.0
361552,0.0011652618
371299,0.0
367355,0.0
355822,0.0022141817
359131,5.763384e-05
354609,8.369701e-05
368993,0.0
368051,0.0
358252,0.0064469352
370560,0.0
353236,0.0004100396
358946,8.37757e-06
368083,0.0
378380,0.0
365186,0.0
369126,0.0
372357,0.0
358834,3.02108e-05
375474,0.0
374452,0.0
376901,0.0
356246,4.7150847e-05
358273,0.0004100396
366697,0.0
366881,0.0
367731,0.0
365166,0.0
362225,0.028961139
358455,0.0007445375
377952,0.0
359642,5.0081697e-05
369991,0.0
359656,0.028961139
360652,0.012038917
367341,0.0
358993,0.003496213
376781,0.0
361839,5.5236567e-05
352487,0.0011811357
360225,0.0020336118
369594,0.0
363767,1.27275425e-05
366649,0.0
367549,0.0
352858,2.9126742e-05
365310,0.0
357848,3.6403646e-05
373253,0.0
367513,0.0
363788,0.00269587
369462,0.0
371786,0.0
370212,0.0
355791,0.00032571115
367713,0.0
366126,0.0
360081,0.0043877973
364186,0.00012559582
355388,0.00029114404
361298,0.0068268706
370152,0.0
353032,8.069959e-06
376493,0.0
357237,0.0003184015
369629,0.0
369996,0.0
376108,0.0
357294,0.00562151
368565,0.0
374732,0.0
367010,0.0
357313,0.006628592
368382,0.0
377652,0.0
359652,0.00029990642
367906,0.0
365768,0.0
361295,0.20585553
369989,0.0
362955,0.0001679324
367534,0.0
358229,0.28727692
366863,0.0
359499,0.00085737684
373210,0.0
355566,5.9383725e-05
376914,0.0
374462,0.0
364692,3.5746107e-06
370268,0.0
354263,1.5485632e-05
366889,0.0
361143,7.542724e-05
374770,0.0
367388,0.0
359500,0.0016741977
365180,0.0
358235,0.0061245663
361011,0.0021363827
362227,0.00012985316
363276,0.0023453985
361843,6.210863e-05
365409,0.0
356055,0.003059963
368681,0.0
354662,0.00046993932
375911,0.0
367401,0.0
365270,0.0
373835,0.0
370167,0.0
378397,0.0
361024,0.0001679324
361000,0.028961139
375602,0.0
356787,6.6187386e-06
365461,0.0
377303,0.0
362853,0.0021595152
363588,0.00014028669
366059,0.0
370900,0.0
367633,0.0
353047,5.0081697e-05
352254,0.0024499916
367372,0.0
367874,0.0
377792,0.0
358033,0.0021473148
360567,0.00065205235
356140,0.0032915194
371589,0.0
352685,1.9100444e-05
362871,0.0006755064
365734,0.0
358253,0.25608742
369012,0.0
355795,0.004559937
361280,0.0007445375
371970,0.0
358144,3.6241436e-05
367550,0.0
366502,0.0
368380,0.0
365769,0.0
374140,0.0
360288,0.00071309065
355436,0.0003649091
373460,0.0
374126,0.0
354854,0.0009471452
361286,1.37748975e-05
363137,0.0002952962
356632,8.006952e-05
371971,0.0
355673,0.01815451
372810,0.0
354413,0.00975383
375060,0.0
376093,0.0
367185,0.0
365589,0.0
361296,0.0542193
359362,0.00010223588
355222,7.4911775e-05
357116,0.0016741977
355667,6.853382e-05
354824,4.7150847e-05
372512,0.0
364109,0.00055391574
373992,0.0
377624,0.0
359828,0.007129309
364193,0.048340324
378186,0.0
366845,0.0
374919,0.0
353209,2.9126742e-05
367409,0.0
360847,0.00014028669
372692,0.0
370902,0.0
371250,0.0
364739,0.0827482
362483,6.2048304e-05
356303,2.7878782e-06
354612,7.0695474e-05
373105,0.0
357701,0.00018217908
353213,0.055188857
373452,0.0
356859,0.00055391574
363896,0.13968205
358616,0.093781635
375696,0.0
365246,0.0
367733,0.0
360037,0.00014069515
355147,0.0011391882
375442,0.0
355362,8.069959e-06
356601,8.428288e-05
357081,0.0008076987
366888,0.0
355761,0.00085903966
360018,0.0032825428
365073,0.00055391574
373461,0.0
365735,0.0
370569,0.0
354616,0.0032018975
374315,0.0
374920,0.0
352866,3.811688e-05
360562,0.007468748
367191,0.0
375049,0.0
360292,3.7498554e-05
364986,0.007835604
360293,0.0001679324
358264,2.7878782e-06
358721,0.020648275
377455,0.0
355776,0.044755578
359498,0.00031083802
360058,0.0026312422
375784,0.0
365313,0.0
373091,0.0
362153,0.00699236
374113,0.0
354226,1.9554787e-05
368734,0.0
365420,0.0
375210,0.0
370287,0.0
371411,0.0
366693,0.0
369784,0.0
366108,0.0
356611,0.018398646
364195,0.0005135755
372136,0.0
360046,0.0021193982
359768,2.9126742e-05
370538,0.0
357442,0.0011391882
359255,0.0006552397
362273,8.006952e-05
360997,0.0014362227
367688,0.0
375293,0.0
376889,0.0
368416,0.0
370187,0.0
362930,0.035668094
367334,0.0
372683,0.0
373683,0.0
362800,0.00055391574
371642,0.0
358063,2.2801605e-05
358195,1.328159e-05
375297,0.0
363040,0.6423078
361589,0.0037035404
371609,0.0
358066,0.0001679324
376646,0.0
370125,0.0
365197,0.0
372255,0.0
366674,0.0
352472,0.0050235447
375457,0.0
374292,0.0
360954,0.00015228214
374330,0.0
358970,7.236074e-05
362208,0.0002532452
378426,0.0
355757,0.0007293254
366853,0.0
366498,0.0
361860,0.0068268706
368246,0.0
365460,0.0
367218,0.0
369625,0.0
357695,0.00032049287
372090,0.0
366273,0.0
368974,0.0
353059,0.004609314
367724,0.0
371618,0.0
355813,0.00010315464
370382,0.0
375615,0.0
372796,0.0
367847,0.0
365415,0.0
364706,0.0016741977
354804,0.055188857
371605,0.0
364488,2.7878782e-06
367523,0.0
365761,0.0
368733,0.0
376657,0.0
356968,0.0002544357
366954,0.0
360088,0.0022141817
364020,0.016731057
353396,0.00032049287
364751,0.037470162
355156,0.0014024976
361001,4.166598e-05
361857,0.0006074107
372251,0.0
356765,0.0026500823
365269,0.0
369814,0.0
364315,0.0006074107
354220,0.0012406678
368675,0.0
372888,0.0
355705,0.0021193982
377783,0.0
364983,0.09299564
366490,0.0
358138,9.846345e-06
361446,1.3455204e-05
377797,0.0
369015,0.0
374784,0.0
352329,0.006628592
369279,0.0
354788,0.0001629583
367743,0.0
359654,0.018872004
356300,0.012038917
357458,3.1446983e-05
364312,3.6070967e-05
368858,0.0
374758,0.0
376242,0.0
371417,0.0
371047,0.0
372569,0.0
355806,0.0006074107
371771,0.0
354630,2.2291651e-05
368518,0.0
365272,0.0
353233,2.7878782e-06
365206,0.0
359134,0.00014390307
354836,0.00044204548
367577,0.0
365432,0.0
354790,3.6241436e-05
355380,5.0081697e-05
369176,0.0
360651,2.9822804e-06
357107,1.27275425e-05
361705,0.02432465
371264,0.0
371254,0.0
374754,0.0
364770,2.2801605e-05
369982,0.0
358071,1.4692446e-05
359653,0.003059963
373467,0.0
358481,7.4911775e-05
357702,0.00014028669
356407,0.00019409967
372309,0.0
362953,0.00010420408
358207,1.7205151e-05
355756,9.558868e-05
372231,0.0
357682,0.00093272486
359477,2.6937914e-05
365195,0.0
369465,0.0
359607,0.020165218
357497,0.00013677486
359610,5.0642106e-05
352686,0.00028680294
361450,0.00012985316
356629,0.039008733
372689,0.0
374939,0.0
357233,0.066045806
366662,0.0
357089,0.00032571115
367392,0.0
360516,6.914456e-06
362285,0.18695068
364041,0.010871596
352497,0.00014028669
371655,0.0
377639,0.0
375601,0.0
371636,0.0
356037,0.0028645152
365383,0.0
355724,0.8434203
354446,0.00017338981
358001,0.0023453985
363918,1.5485632e-05
376906,0.0
358977,0.0007445375
376123,0.0
373958,0.0
371393,0.0
374913,0.0
366689,0.0
359244,9.3361035e-05
364200,8.487302e-05
364289,0.0005124496
353545,0.0029416585
363770,2.6938995e-05
354810,0.33790153
365888,0.0
364176,0.00010360179
378403,0.0
361303,0.00085737684
361118,0.0021595152
353248,0.6423078
356484,0.00012104512
354619,5.0081697e-05
369815,0.0
355426,0.004522595
363905,0.028961139
371832,0.0
352700,6.2048304e-05
370155,0.0
373245,0.0
368573,0.0
362458,0.0006738648
353847,0.055188857
357862,0.0026308293
364601,3.1590567e-05
378223,0.0
371625,0.0
370370,0.0
367201,0.0
378094,0.0
375463,0.0
361137,0.00085903966
356884,1.5774196e-05
374630,0.0
378239,0.0
369192,0.0
358214,0.0012726646
375478,0.0
376980,0.0
378027,0.0
376348,0.0
362472,5.3696276e-05
368214,0.0
374419,0.0
370134,0.0
355403,0.028961139
358849,0.05424109
364694,5.0081697e-05
364597,0.00014108352
373814,0.0
352704,0.09134255
358708,0.00010223588
356763,0.00044612182
358008,0.0020180908
377333,0.0
362242,0.0037035404
357677,0.00046464513
359837,4.629578e-05
376226,0.0
354447,1.27275425e-05
369818,0.0
361020,2.2801605e-05
359863,0.00054694596
368680,0.0
352696,0.0006074107
371270,0.0
358281,0.0018410393
374426,0.0
356918,0.00012389294
362490,0.0037748003
357124,0.13646981
374918,0.0
372806,0.0
355392,0.00029990642
373384,0.0
358430,0.0010073065
363753,0.007808556
365001,0.0061245663
372109,0.0
358222,0.00032049287
357086,0.0010058858
359674,0.00908193
358064,0.00010420408
366524,0.0
368658,0.0
360558,0.008160697
364666,0.00016042095
353494,0.011708609
355420,8.006952e-05
368728,0.0
365429,0.0
375913,0.0
360286,0.0001164034
360583,2.654152e-05
366207,0.0
372765,0.0
358054,0.029628474
365569,0.0
366872,0.0
367885,0.0
360386,0.012617171
376885,0.0
365863,0.0
368930,0.0
360649,0.00699236
372701,0.0
377361,0.0
365756,0.0
366688,0.0
375610,0.0
365621,0.0
369430,0.0
378103,0.0
363895,0.0006552397
358605,0.021131523
353579,0.0019204052
378395,0.0
373896,0.0
364693,0.00017338981
364624,0.00022857204
376911,0.0
357892,2.7878782e-06
357115,0.0017525502
366683,0.0
368389,0.0
369294,0.0
364673,0.010156299
372657,0.0
365889,0.0
377203,0.0
363138,0.00012427702
367744,0.0
377777,0.0
371267,0.0
363149,0.00026365655
367894,0.0
365322,0.0
366265,0.0
373243,0.0
371571,0.0
355815,0.0043877973
374134,0.0
359469,0.0014024976
355428,0.0001679324
359668,0.006628592
376897,0.0
370523,0.0
365910,0.0
357489,8.7603185e-05
367019,0.0
369014,0.0
354679,0.00028136882
358030,8.428288e-05
360985,0.00025439446
371292,0.0
375889,0.0
377774,0.0
366090,0.0
360563,0.0011652618
356424,0.0043877973
357502,0.034339163
359268,0.0013360865
366831,0.0
357656,3.6147136e-05
365733,0.0
359084,0.0016832085
377320,0.0
368602,0.0
376658,0.0
369302,0.0
371076,0.0
364307,0.00019010185
372770,0.0
357885,0.0064469352
371360,0.0
355810,6.2048304e-05
357506,0.0006074107
359247,0.0002532452
361436,0.00049099216
365904,0.0
372782,0.0
372222,0.0
376091,0.0
362171,0.0023453985
369460,0.0
365407,0.0
364705,0.00085737684
370731,0.0
357090,2.654152e-05
359941,0.012038917
366709,0.0
353388,0.00041040365
374757,0.0
364261,8.37757e-06
362002,0.00014390307
357106,0.00017338981
354239,0.00029990642
372704,0.0
367892,0.0
372570,0.0
359841,0.00071719027
360654,0.048340324
362733,0.07959831
373369,0.0
373442,0.0
368258,0.0
376873,0.0
363304,1.3278374e-05
357706,1.7933015e-05
368582,0.0
375471,0.0
357699,8.5541724e-05
357870,0.0018535119
366519,0.0
365753,0.0
365387,0.0
374620,0.0
367222,0.0
359852,0.040977042
372310,0.0
354834,2.7878782e-06
360979,0.0002532452
359506,0.00012804677
357274,0.045994803
377157,0.0
353865,0.00699236
373932,0.0
356314,1.3582166e-05
378401,0.0
371550,0.0
353033,0.0028645152
355429,1.5485632e-05
358421,6.853382e-05
377767,0.0
373111,0.0
354814,0.00085903966
369193,0.0
366517,0.0
370141,0.0
371402,0.0
361778,0.00055391574
365869,0.0
374074,0.0
356068,8.006952e-05
369825,0.0
356058,4.164739e-05
358434,8.147379e-05
353413,6.6187386e-06
363345,0.0001679324
361408,0.0023453985
362851,0.00091380056
368730,0.0
352492,8.5541724e-05
371796,0.0
355375,0.05198018
374320,0.0
378215,0.0
374608,0.0
360279,7.634664e-05
355525,3.6902748e-05
370168,0.0
362866,0.00010360179
371957,0.0
356781,0.00014028669
355916,0.0009471452
364698,6.2048304e-05
355557,0.0012393992
375053,0.0
361292,0.0006074107
357888,0.00012559582
368099,0.0
357700,0.0046396963
369452,0.0
377964,0.0
377648,0.0
357321,0.0001481211
369431,0.0
368601,0.0
364189,0.012038917
358841,4.744805e-05
372129,0.0
369005,0.0
354942,0.0011961437
355434,1.4692446e-05
360053,0.0071322694
369022,0.0
371627,0.0
357261,8.069959e-06
367846,0.0
356384,0.00014069515
378075,0.0
370907,0.0
363902,0.018872004
374302,0.0
378229,0.0
354254,0.006628592
373996,0.0
374114,0.0
369971,0.0
367914,0.0
377480,0.0
358228,5.763384e-05
359201,0.00055391574
373446,0.0
361160,1.3582166e-05
374115,0.0
366259,0.0
376669,0.0
366242,0.0
366081,0.0
373232,0.0
359658,1.3455204e-05
365414,0.0
370712,0.0
370817,0.0
358819,3.6147136e-05
361866,0.0017525502
376478,0.0
369975,0.0
360846,0.00014390307
376908,0.0
360648,0.0008549225
360396,0.00096333213
368383,0.0
368395,0.0
358968,0.0031655682
366980,0.0
366978,0.0
371795,0.0
352307,0.0021473148
371520,0.0
367425,0.0
376092,0.0
356608,0.0016685645
359141,0.05424109
360593,0.00017338981
358044,0.0014362227
354015,3.5385356e-06
375776,0.0
375408,0.0
374294,0.0
369992,0.0
360591,0.0006074107
365909,0.0
357705,0.0030994671
371599,0.0
378304,0.0
352253,0.00015228214
369456,0.0
367360,0.0
365410,0.0
362864,0.00065205235
367545,0.0
374903,0.0
360015,0.009155008
375063,0.0
354432,0.00028680294
372099,0.0
352880,0.05181689
378230,0.0
376336,0.0
367176,0.0
369028,0.0
356589,0.0028645152
361144,0.0006755064
367544,0.0
358470,0.00031083802
356630,0.0001164034
355814,0.0016741977
366799,0.0
352291,0.0003449081
365439,0.0
363751,0.00032571115
371634,0.0
368084,0.0
368729,0.0
353568,0.00015572453
354828,7.888781e-06
369904,0.0
375178,0.0
376232,0.0
358911,0.00055391574
376909,0.0
363158,0.008644991
360282,0.010282874
375557,0.0
368547,0.0
372248,0.0
370919,0.0
371106,0.0
352670,0.0001971087
371271,0.0
370697,0.0
360923,0.00055391574
369949,0.0
374402,0.0
377364,0.0
367558,0.0
370736,0.0
362247,6.292309e-05
361836,0.0073413495
356311,0.0072028115
364780,0.29086128
373972,0.0
372874,0.0
366960,0.0
374904,0.0
367174,0.0
361291,0.00011779536
377476,0.0
367279,0.0
364045,1.175148e-05
364468,0.00027434897
358604,0.0006552397
358258,2.9822804e-06
376618,0.0
359142,0.04378383
357466,0.00069605384
353540,1.3481149e-05
358242,0.04378383
363131,0.0046330285
362154,2.9822804e-06
365265,0.0
363337,0.053013865
373987,0.0
353586,0.00031083802
366953,0.0
372879,0.0
361285,0.00019010185
367379,0.0
353415,0.00054694596
358733,0.00497972
366089,0.0
358960,6.914456e-06
358989,0.0016741977
366243,0.0
358268,0.048340324
377451,0.0
367851,0.0
364223,0.038928714
364033,0.28727692
377213,0.0
366975,0.0
368212,0.0
358835,0.005634538
365413,0.0
377353,0.0
376495,0.0
371930,0.0
367929,0.0
371797,0.0
368853,0.0
363580,0.00048657905
356165,0.007129309
363476,0.0037035404
357490,1.9100444e-05
367559,0.0
368832,0.0
367692,0.0
360391,0.0058225095
368585,0.0
357856,0.00020589646
361580,0.012038917
357302,7.557266e-06
366928,0.0
370144,0.0
354569,0.00015228214
366977,0.0
364148,9.846345e-06
355091,0.00039090187
361152,0.005011211
368077,0.0
359260,7.5294e-05
373650,0.0
362136,0.00065205235
354442,0.010997767
378391,0.0
367564,0.0
376358,0.0
365445,0.0
356773,0.00032049287
362481,0.00017338981
374765,0.0
376667,0.0
368405,0.0
373966,0.0
361284,2.896445e-05
354966,8.5541724e-05
376861,0.0
353205,0.00035652527
367588,0.0
359946,0.0010670603
371978,0.0
371401,0.0
367900,0.0
370232,0.0
364467,0.057192132
371066,0.0
370561,0.0
354837,5.0968974e-06
353848,0.0006423481
364702,0.00031083802
371588,0.0
365892,0.0
369961,0.0
377642,0.0
373088,0.0
369252,0.0
377358,0.0
377922,0.0
363130,0.00069193274
368578,0.0
367727,0.0
378428,0.0
376900,0.0
362848,0.0013267626
374308,0.0
352654,0.00014108352
366964,0.0
376109,0.0
365424,0.0
356752,0.008765799
357693,0.0011811357
376299,0.0
354821,0.00013555051
354013,3.6147136e-05
357447,0.004563338
370137,0.0
373674,0.0
362855,0.008186411
365902,0.0
364470,0.00013388786
361845,0.00015572453
356034,8.069959e-06
372909,0.0
360989,0.0018889201
369154,0.0
373114,0.0
373095,0.0
353220,0.00010360179
357341,0.00046993932
371628,0.0
367381,0.0
375209,0.0
358588,2.2425022e-05
374601,0.0
364495,0.019504793
367020,0.0
362736,9.8056196e-05
368660,0.0
368047,0.0
362916,0.0009199345
357100,0.00013677486
366686,0.0
373933,0.0
361854,1.37748975e-05
355556,0.00018217908
358300,6.292309e-05
366085,0.0
354911,1.9372903e-05
365619,0.0
363145,2.654152e-05
354618,8.428288e-05
356016,0.020165218
367187,0.0
369972,0.0
369469,0.0
354428,0.008361079
364484,0.012038917
363167,0.00030133314
368747,0.0
357717,0.00054694596
375617,0.0
370843,0.0
355729,3.6241436e-05
360400,5.763384e-05
363023,0.00017745623
354669,0.00908193
376110,0.0
366511,0.0
352691,0.00013677486
358442,6.4304463e-06
354465,0.0022141817
375782,0.0
356605,0.00052532513
370554,0.0
354943,0.003350538
360231,0.0019296013
359781,1.7766026e-05
362142,3.811688e-05
371950,0.0
369984,0.0
367212,0.0
353592,0.06826399
372245,0.0
354813,0.00010360179
368407,0.0
376653,0.0
361158,4.7808455e-05
372811,0.0
360584,0.0007445375
367889,0.0
374127,0.0
372451,0.0
378076,0.0
376836,0.0
359269,0.095867634
371016,0.0
355376,1.9554787e-05
373362,0.0
360041,0.0014024976
375470,0.0
364304,0.005002714
369332,0.0
368081,0.0
355361,0.00013875768
359390,0.00699236
364455,0.0013142788
360072,0.0006074107
358037,0.0006552397
371275,0.0
367420,0.0
363441,0.0013142788
360078,0.00010315464
377601,0.0
369441,0.0
355386,0.00023439089
353566,0.0006300966
374756,0.0
367411,0.0
367872,0.0
361574,0.0006755064
357455,6.914456e-06
365438,0.0
356195,0.04378383
356745,0.0007789551
373257,0.0
375774,0.0
359857,6.6187386e-06
362152,0.0006755064
368716,0.0
365468,0.0
367358,0.0
372903,0.0
361559,0.00065205235
372201,0.0
368902,0.0
373476,0.0
352337,0.00046993932
373112,0.0
354262,0.00908193
375763,0.0
354818,0.0014660626
373675,0.0
362450,6.914456e-06
354930,0.0007789551
359467,0.00014108352
356156,3.603978e-05
354759,0.0034355626
375197,0.0
374624,0.0
355364,0.0028645152
353589,0.0020103727
374551,0.0
369296,0.0
376679,0.0
353234,0.00044204548
366275,0.0
368066,0.0
